seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes
chr12	120652778	120652844	67	*	2	8.19259054554268e-25	1.21798396772046e-09	3.49875904132497e-17	3.50063062387035e-16	0.0622058823529413	0.0298493314404973	PXN
chr21	30670919	30670943	25	*	3	4.74173918308337e-18	2.7667725407313e-16	3.01706670093e-10	3.50911697989638e-16	-0.0136368887177513	0.00274804261327169	BACH1
chr15	81134479	81134497	19	*	2	7.03210441140568e-19	1.37536085858143e-15	3.8319011125579e-13	3.51238579309828e-16	0.0452557105316354	0.0427230178352071	KIAA1199
chr5	156351055	156351090	36	*	2	3.59619407714507e-19	6.11294292458002e-16	1.73354919645025e-12	3.53069960514374e-16	0.10770032051282	0.0736511806645735	TIMD4
chr3	195595803	195595813	11	*	2	6.88108152098767e-19	3.52661714088408e-15	9.47398932773266e-14	3.54371999271003e-16	0.0389949463696374	0.0122736586981069	TNK2
chr2	85980500	85980533	34	*	2	7.4389082346697e-21	1.26558678669149e-13	2.29219167406804e-15	3.54519004799773e-16	0.0896890643049673	0.050779264536003	ATOH8
chr10	43187175	43187184	10	*	2	3.67529217299703e-19	1.47335579795788e-14	1.68633160439125e-14	3.55688158463903e-16	0.0423361125586241	0.0294465867639394	NA
chr12	43946284	43946341	58	*	2	5.11377868774453e-23	9.35565599335181e-13	5.76219680723715e-16	3.58879056627187e-16	0.0642587601078167	0.0426352522140932	NA
chr3	13323567	13323642	76	*	3	5.33383107796447e-17	6.00384591569967e-17	2.9804192017739e-08	3.60297426589607e-16	0.0831122448979591	0.0533063791554357	NA
chr13	113633590	113633676	87	*	4	4.06016817031763e-17	5.7614483628343e-16	1.15999152289267e-07	3.64003433193174e-16	0.0896640354254911	0.0604043527788474	MCF2L
chr4	719011	719069	59	*	2	2.14084044053588e-22	2.01421476590201e-13	1.67932486874131e-15	3.65641415523786e-16	0.0721461141950831	0.0252665812692962	PCGF3
chrX	48328694	48328775	82	*	2	2.48656628481435e-16	1.78925211595857e-16	5.84776397502074e-11	3.7170812371753e-16	0.0821573837506388	0.0710883323130474	NA
chr17	7307397	7307470	74	*	5	2.39649377984905e-21	5.45166240656348e-09	1.31465135697955e-09	3.72033789922443e-16	-0.0258702348864074	-0.000973815941470957	TMEM256-PLSCR3, C17orf61-PLSCR3, TMEM256
chr19	36612722	36612741	20	*	2	3.20271708793796e-18	1.81378543819892e-16	5.78803045192939e-11	3.75235788720848e-16	0.0599931318681321	0.0525386332417584	TBCB
chr10	81106712	81106771	60	*	2	7.93786477927071e-19	3.86177420584307e-16	5.86708104729407e-12	3.75919155376323e-16	0.0711908064196552	0.0580354761644915	NA
chr10	131812411	131812486	76	*	2	8.35387166091024e-15	1.00758556623192e-16	3.05383998460535e-09	3.77305752664811e-16	0.088216911764706	0.0569484971620229	NA
chr22	50968250	50968328	79	*	3	2.71569793458091e-27	1.11865885394427e-10	1.98340606898446e-16	3.79122432741437e-16	0.155913554100886	0.0653362854575793	TYMP, ODF3B
chr10	3759553	3759639	87	*	2	4.00357408965206e-24	3.12203621122781e-11	1.10824434017925e-16	3.7923232588399e-16	0.0397104166666667	0.0218882632013203	NA
chr7	156802323	156802340	18	*	3	1.89241222498288e-18	2.23835326524094e-16	5.12209699848943e-10	3.80281825640798e-16	0.0697391220639199	0.0386692979078424	MNX1
chr11	123396486	123396593	108	*	4	4.81019005006689e-17	1.4583493518655e-12	3.10250090040876e-08	3.81461746532178e-16	0.0340583745874591	0.00696397304707089	GRAMD1B
chr4	974821	974861	41	*	2	3.48618033825367e-19	3.37936281894509e-16	8.72441990707871e-12	3.82345804105646e-16	0.0319606023102314	0.00823380775577599	DGKQ, SLC26A1
chr1	10056837	10056853	17	*	3	8.88064926454547e-19	2.37251915658615e-16	1.05969627392904e-09	3.83093188106491e-16	0.086029072006161	0.0610162366833526	NA
chr10	131667853	131667950	98	*	2	7.89330906259774e-14	1.22382959478528e-16	4.70703763561404e-10	3.83341330626135e-16	0.0321384097172605	0.0265692048586303	EBF3
chr3	9791448	9791531	84	*	3	8.07122572529414e-23	1.92987761515088e-09	1.0854747573549e-15	3.857532366015e-16	0.0210800924143242	0.0145687331536388	NA
chr8	23429097	23429119	23	*	2	8.85897337151267e-20	3.6087718285865e-14	7.84469998468346e-15	3.85961775746975e-16	0.0354881320949436	0.026603647318099	SLC25A37
chr1	150207434	150207467	34	*	2	2.48440258228414e-20	1.32054980789563e-14	2.22050036632971e-14	3.87551746889736e-16	0.0269869079707354	0.0239362726222564	ANP32E
chr20	3065343	3065488	146	*	4	1.2566198758584e-14	1.95683542419553e-17	5.25944034274381e-06	3.89387941051607e-16	0.0780044281863689	0.0580113753048389	AVP
chr14	52456074	52456142	69	*	2	3.81362435907302e-25	5.6224419816648e-08	2.35732730893889e-17	3.94977288238582e-16	-0.137904312668464	-0.0674282826338083	NA
chr8	103668458	103668528	71	*	3	3.06686750378292e-20	4.3420108187888e-13	1.41882388746784e-09	3.96126794546505e-16	0.0267549095109741	0.0172856501091002	NA
chr10	71561459	71561505	47	*	2	2.90939586870247e-19	5.15539553711375e-16	3.49260718618802e-12	3.97321719756081e-16	0.0399961494031575	0.0111282248748556	NA
chr11	17803369	17803421	53	*	3	1.48844702266613e-20	1.24226821869663e-13	2.60257940548154e-13	3.98648084904956e-16	0.0263449754901963	0.0147477388391255	KCNC1
chr1	226411818	226411954	137	*	3	1.74689303843052e-12	4.23836749292348e-16	5.60767052545437e-09	3.99258895320177e-16	0.0534924913361571	0.0278677319984597	MIXL1
chr17	76356152	76356261	110	*	5	4.0553417202017e-19	2.20564872324433e-10	7.13929905418648e-09	3.99957255931816e-16	0.0359020023103581	0.0072181363111282	SOCS3
chr12	117042854	117042895	42	*	2	9.97965226025951e-18	1.13589824817457e-16	1.35252516070776e-09	4.00328129527398e-16	0.148456873315364	0.136159510974201	NA
chr2	33359281	33359356	76	*	2	1.96384858828731e-16	1.58801100645968e-16	1.4137097893876e-10	4.01007517939468e-16	0.265028453689168	0.237401115562335	LTBP1
chr11	114310002	114310057	56	*	4	6.46025652018871e-24	1.75634556216804e-08	1.01414196937881e-17	4.01037935790597e-16	0.0497035040431266	0.0139442144782441	RP11-212D19.4
chr12	1738292	1738337	46	*	2	1.57756125313323e-18	2.04164066745525e-16	5.12223997066825e-11	4.04028555510721e-16	0.0863226800154024	0.0666830924586816	WNT5B
chr16	739425	739463	39	*	2	9.91719417329622e-20	2.03753504031536e-15	2.80548518990415e-13	4.04327268754639e-16	0.035654792283352	0.0333329108475584	LA16c-313D11.12, WDR24
chr4	891971	892055	85	*	3	6.67854641486365e-16	8.35696822074943e-12	8.64950810496602e-10	4.06482317270367e-16	-0.0403105263157895	-0.0013184213798832	GAK
chr4	84406488	84406520	33	*	3	2.2068270419743e-21	1.05395407982514e-10	7.51036133261672e-15	4.06930261385564e-16	0.0194628417404698	0.010656526761648	FAM175A
chr1	156698494	156698515	22	*	2	1.12039279536895e-19	2.67884581450049e-14	1.14955150492554e-14	4.06983370584222e-16	0.0233442433577204	0.0182797458606084	RRNAD1, ISG20L2
chr21	43442027	43442057	31	*	2	7.66878367924342e-18	1.0933556290343e-16	2.90699843910936e-09	4.07050546911934e-16	0.0528165064102564	0.0399098165193543	ZNF295-AS1
chr3	15374148	15374154	7	*	2	2.95141092681411e-20	1.18991440357299e-11	1.83225673166377e-16	4.12156667509608e-16	0.158559876780901	0.0956892568348094	SH3BP5
chr17	78880144	78880226	83	*	2	1.64463248013474e-15	1.47002799260942e-16	2.50302387752194e-10	4.13182873631105e-16	0.0391406982803542	0.0337909040081641	RPTOR
chr1	52520593	52520661	69	*	2	7.96963207437568e-18	2.6705179950131e-16	2.27844078450748e-11	4.14524780916152e-16	0.026070465922218	0.0172256449749711	TXNDC12
chr6	38670972	38670974	3	*	2	4.99712172180456e-21	2.45153949841132e-11	1.3643004251612e-16	4.15166282114294e-16	0.025527531767424	0.0156343858298036	NA
chr17	59531696	59531744	49	*	2	1.02852452934011e-18	3.18653010821358e-16	1.37145942091876e-11	4.16730467672855e-16	0.137060069310743	0.0846919522525991	TBX4
chr11	798350	798353	4	*	2	1.6233167025336e-20	2.24662760810506e-12	4.27922239614099e-16	4.18365848565294e-16	0.0495648825567962	0.0282797458606084	NA
chr1	209825849	209825856	8	*	2	2.82821633788737e-19	5.57480383165056e-16	3.44893903926796e-12	4.20420631187979e-16	0.0388579721749575	0.00936881213925861	NA
chr17	40925428	40925442	15	*	2	3.01222444623492e-19	2.01760744873417e-16	6.41960833911114e-11	4.20876757771893e-16	-0.0347824412783981	-0.0208509819021948	NA
chr11	76838677	76838749	73	*	2	3.43122194318199e-19	5.52399324996848e-16	3.56064045743121e-12	4.22048860475555e-16	0.05906430496727	0.044245283018868	NA
chr2	86790614	86790641	28	*	2	1.56582404766668e-20	2.06021752562626e-15	3.08937450984849e-13	4.2530706770848e-16	-0.0232229495571814	-0.00760011551790531	AC015971.2, CHMP3, RNF103-CHMP3
chr3	8811004	8811092	89	*	2	5.71298135014111e-16	2.43032206925372e-16	3.42993592132838e-11	4.25592734586309e-16	0.0645725837504813	0.0393271082017713	CAV3, OXTR
chr1	162531143	162531167	25	*	2	7.04399585756945e-23	5.11786113884737e-11	1.06794981223104e-16	4.26806624632833e-16	0.0415960723912207	0.0231550827878321	NA
chr12	3332480	3332539	60	*	2	2.53445989706716e-19	7.87289486230162e-16	1.74825597839177e-12	4.29036577410256e-16	0.0303507034914017	0.0249183256854045	TSPAN9
chr7	94286936	94286955	20	*	3	3.62053856980011e-18	1.18697863645066e-15	1.31924363479586e-10	4.2927094984137e-16	0.0659443588756257	0.0489863303812091	PEG10
chr12	95611371	95611432	62	*	3	9.90808514423366e-19	1.8663949673345e-16	1.25356990638413e-09	4.29500293988361e-16	0.0316018482864844	0.0208243486073675	NA
chr22	43606007	43606073	67	*	2	3.45295390091561e-16	1.21723190874463e-16	1.51935200085235e-09	4.31494159451813e-16	0.0520074838187703	0.0135206816343043	SCUBE1
chr15	65214075	65214165	91	*	2	4.0773405959044e-14	1.29437868260585e-16	8.56755443508772e-10	4.33273432565804e-16	0.0485779153766771	0.0384953560371519	AC069368.3, ANKDD1A
chr1	917819	917892	74	*	2	8.05968878746937e-21	1.31057995084357e-14	2.77019070599753e-14	4.35169158636967e-16	0.0527021452145217	0.00128079921488501	NA
chr16	2261069	2261168	100	*	5	4.05038133452859e-17	5.18144786410236e-12	6.2436111648912e-09	4.38385600850256e-16	0.0521148889770023	0.0271181258311464	BRICD5
chr1	153670787	153670855	69	*	2	3.35078514225818e-18	3.67751092124857e-16	1.10255796502132e-11	4.39314729707143e-16	0.0861879091259145	0.0715633423180593	NA
chr14	101341278	101341331	54	*	2	2.8402028209748e-21	3.00944894946498e-15	1.87601123075767e-13	4.40593539208367e-16	-0.0623315789473683	-0.0166906292172739	NA
chr19	58238987	58239012	26	*	2	5.87619513039744e-23	1.39019756623799e-11	1.87577348669103e-16	4.4266326143603e-16	0.0741316904120137	0.037061513284559	AC003006.7, ZNF671
chr11	404596	404606	11	*	2	5.8544434845687e-18	1.53891652020002e-16	3.00596486197601e-10	4.43182601277099e-16	0.0596448645886561	0.049350507562069	PKP3
chr7	4307392	4307433	42	*	2	1.80301942111843e-22	4.08521966236459e-14	8.82755312458951e-15	4.4379228253415e-16	0.0487724792887452	0.0180998619353945	SDK1
chr3	50379246	50379334	89	*	2	2.48444444233521e-13	1.20779621105316e-16	3.34573545564344e-09	4.51301367594477e-16	0.0849312297734627	0.0810881251459646	ZMYND10-AS1, ZMYND10
chr17	21300735	21300791	57	*	2	8.99073290707907e-19	4.31627055382983e-16	7.90710836933893e-12	4.5151604600109e-16	0.0443321410321921	0.0377738270207598	KCNJ12
chr19	41798334	41798386	53	*	3	4.87496440203143e-18	1.23657724363188e-15	5.57970078587629e-10	4.52808107783555e-16	-0.0304020833333331	-0.00660948142414842	HNRNPUL1
chr11	64272993	64273041	49	*	2	1.49476427066841e-23	7.65496051577988e-10	5.21692991025219e-17	4.54873662474831e-16	0.042338693365696	0.0276907086971224	NA
chrX	70364735	70364775	41	*	2	1.60886645478415e-21	6.6666658393018e-13	1.00442981568102e-15	4.55453274371894e-16	0.146761006289308	0.0963348735720704	NLGN3
chr17	62085466	62085532	67	*	2	1.05972459031658e-20	8.08423926795822e-15	5.39111383440696e-14	4.58065738993819e-16	0.0615883711975357	0.0515761773428341	ICAM2
chr20	60740466	60740550	85	*	2	3.51771808973778e-16	2.4949172301336e-16	4.30320413507023e-11	4.60057894221937e-16	-0.0232079207920791	-0.0219069203795377	SS18L1
chr4	3512392	3512459	68	*	2	9.70871141803968e-22	5.54074490545222e-14	7.12691920107833e-15	4.6296268380689e-16	0.0312975508077123	0.0104680307668927	LRPAP1
chr17	79813410	79813439	30	*	2	5.82224774649764e-18	1.43356273077084e-16	6.90043292907718e-10	4.64984589236897e-16	0.0438570691434471	0.0421989672640312	P4HB
chr16	70733772	70733832	61	*	2	1.30436644458744e-17	1.97933716053848e-16	1.1200254983256e-10	4.65467037912215e-16	0.156421902353628	0.12217673852268	VAC14
chr10	54643873	54643889	17	*	2	1.46659521771408e-18	1.45234489448894e-15	6.81997679581662e-13	4.65717376165248e-16	0.0928129251700681	0.0695646258503402	NA
chr7	157867264	157867291	28	*	2	1.54082792541852e-19	9.57237423190279e-15	4.56783677654593e-14	4.67588493150366e-16	0.0610840080971659	0.0405273398091007	PTPRN2
chr7	101936362	101936430	69	*	2	2.15207975548253e-16	1.47610611737711e-16	5.83198768392281e-10	4.68045739620663e-16	0.112517006802721	0.0998241560775253	SH2B2, MIR4285
chr1	27710155	27710270	116	*	3	7.84397567561917e-22	3.18917515568653e-13	3.17851581632145e-13	4.68070306163799e-16	0.103477564102564	0.0501649481389172	NA
chr5	153990967	153991033	67	*	2	6.45440616316771e-24	2.71521272806372e-11	1.52554475892805e-16	4.68689008377863e-16	0.079697728147863	0.0551833846746246	NA
chr4	47427752	47427774	23	*	2	3.03826736950361e-19	3.16668259002699e-15	1.99533225248077e-13	4.69417399220058e-16	0.0281185487991825	0.0239581800796329	GABRB1
chr7	98468038	98468047	10	*	2	4.75797047579345e-19	2.36271451000779e-15	3.11228769962466e-13	4.69569132709232e-16	0.0375798998844821	0.031414131690412	TMEM130
chr1	942161	942295	135	*	3	1.91332657417159e-13	1.10942785080062e-16	1.73325769685046e-08	4.69683508409049e-16	0.0495713141025641	0.0228122323894239	NA
chr6	126661274	126661328	55	*	2	2.77445396654936e-18	2.6354026574983e-16	3.93147882052458e-11	4.71420397001605e-16	0.150042356565267	0.0877676164805544	CENPW
chr1	214152709	214152805	97	*	3	3.30208627251411e-23	3.42871465140199e-09	8.45877435577573e-15	4.72692558792305e-16	0.111508471313054	0.0537495186753947	PROX1-AS1
chr1	52082130	52082165	36	*	2	4.79564444309092e-18	1.60425935475363e-16	3.61374109663145e-10	4.73143860314269e-16	0.0333637770897836	0.0261201376329586	OSBPL9
chr13	29329153	29329226	74	*	2	5.20168949248969e-16	1.5492959196065e-16	4.5193154331917e-10	4.73180156140993e-16	0.0726128185177981	0.0159090804635197	NA
chr5	134662722	134662888	167	*	3	1.14481383510615e-11	9.59634741447704e-17	3.3727510892263e-08	4.76066696760109e-16	0.0279871001031995	-0.00272968967531343	C5orf66
chr2	74045506	74045585	80	*	3	3.42841113601563e-17	1.66104565918159e-16	2.45231529424555e-09	4.76976249191389e-16	0.02300625	0.00881739042325292	NA
chr11	119524154	119524243	90	*	2	2.09462742613972e-15	2.20478143290415e-16	8.06438902328136e-11	4.776215526292e-16	0.033019801980198	0.00799635932343243	RP11-196E1.3, PVRL1
chr10	106074440	106074540	101	*	2	1.35425144343171e-14	2.32987371085246e-16	6.52373233815444e-11	4.78111292051529e-16	0.128709087408548	0.0810364228296868	ITPRIP
chr19	45211248	45211327	80	*	2	2.01619516046912e-18	1.11454383704895e-15	1.17726246797932e-12	4.78220374986204e-16	0.0731644417475728	0.0262360198933941	CEACAM16, CTB-171A8.1
chr6	150262734	150262771	38	*	3	1.75434727157425e-22	2.66183824544306e-08	1.82933392336969e-17	4.78436356309196e-16	0.0498960338852522	0.0199313310229752	NA
chr16	3151172	3151202	31	*	2	2.86813400611247e-18	2.35575774726137e-16	6.34097496721791e-11	4.79595943746224e-16	0.0309053621448579	0.0290562915093221	NA
chr7	2697963	2698048	86	*	2	4.99402284326545e-17	2.99829456728046e-16	2.75378064403755e-11	4.79977783432141e-16	0.046020523927393	0.0156118083554493	TTYH3
chr6	39083005	39083072	68	*	2	3.43271085115467e-23	2.11693958841135e-12	5.37853085668359e-16	4.82242802305631e-16	0.0561609549480169	0.0274364651520985	NA
chr7	28996420	28996491	72	*	2	1.36372862189667e-24	2.75577029921518e-10	7.24124815355858e-17	4.82348450080255e-16	0.0793165190604544	0.0434289564882557	AC005013.1, TRIL
chr3	40428638	40428713	76	*	3	9.8567886282212e-20	9.95178686594687e-15	2.60760571057236e-12	4.82693465325368e-16	0.0409828648440508	0.0120664869721473	ENTPD3, ENTPD3-AS1
chr16	84681507	84681584	78	*	3	4.3612955126008e-19	6.98268719801689e-15	3.03577131214141e-12	4.82904356735116e-16	0.0762346938775511	0.0489396215307604	NA
chr6	99278991	99279108	118	*	4	1.79656536171135e-14	6.74689237873139e-17	2.59120293363277e-07	4.83738656169674e-16	0.0492549095109742	0.0252724297266076	NA
chr22	44258132	44258179	48	*	2	8.24058397535083e-23	1.52294626323906e-11	2.02181826408766e-16	4.84056155817759e-16	-0.0994329996149403	-0.023148825567963	SULT4A1
chr17	77351040	77351095	56	*	2	1.02533081908299e-17	1.91733670269941e-16	1.65224162203436e-10	4.87647777658297e-16	0.0350074345757334	0.0332450756868965	RBFOX3
chr19	32836414	32836510	97	*	5	8.50048326735611e-19	5.38598805175675e-09	1.0132475676053e-09	4.91837791194558e-16	-0.044547554871005	-0.00339526376588375	ZNF507
chr1	197898217	197898229	13	*	2	7.47122210253788e-18	1.39784480565666e-16	1.66729985756525e-09	4.95533870398278e-16	-0.0625760492876396	-0.0572126492106277	LHX9
chr8	145653915	145654026	112	*	3	2.63817058093678e-15	3.77732536175362e-15	1.47929213762996e-10	4.95916688933432e-16	0.0207970735463997	0.0102104992940572	VPS28
chr11	75428910	75428927	18	*	2	2.10420769910466e-20	2.49585190414401e-12	5.1276438795229e-16	4.98187631950848e-16	-0.0657383578431373	-0.0424104765727046	MOGAT2
chr5	958808	958837	30	*	2	5.51207327867216e-18	1.34963465319395e-16	2.91451787239326e-09	4.98229942046394e-16	0.0444927018475045	0.0382452164353035	NA
chr6	160500689	160500735	47	*	2	7.19064924538895e-18	1.76158267342173e-16	3.07833781644835e-10	5.02556282308718e-16	0.0325303398058253	0.0312206715210357	IGF2R
chr16	87863785	87863856	72	*	3	9.33830377921238e-17	2.12654988811283e-16	6.93036160003734e-09	5.04251622275695e-16	-0.0349754726622381	-0.00735003338725079	SLC7A5
chr6	150311482	150311552	71	*	2	7.8709272385113e-22	8.9988823878814e-14	5.3555167038854e-15	5.0624127109615e-16	0.0225125144397381	0.0214844050827878	NA
chr16	1447994	1448059	66	*	2	1.16278369892629e-18	6.64114057862571e-16	4.10412819616468e-12	5.11457506111496e-16	0.0372216599190285	0.0324337466261809	UNKL
chr11	73073652	73073714	63	*	2	1.09705791012318e-18	6.09449577754915e-16	5.43316081213785e-12	5.25858623438655e-16	0.0394126443894394	0.00951492858630542	ARHGEF17
chr3	64008884	64008893	10	*	2	1.4442765378846e-18	2.21805848704782e-15	4.45264067961758e-13	5.26004978469389e-16	0.0737572198690797	0.0430694070080863	PSMD6
chr1	241520286	241520331	46	*	3	8.9911248628271e-18	4.73071042976518e-15	3.51383149184917e-10	5.26080551119302e-16	0.0836253369272237	0.057368117058144	RGS7
chr10	38146444	38146514	71	*	3	5.68898479403489e-32	4.26778140220063e-08	1.38434793010492e-17	5.27775519853638e-16	-0.0270167500962649	-0.00850532665896549	ZNF248
chr12	64616211	64616284	74	*	3	2.01761772528704e-24	2.0738930173213e-07	1.4029530378248e-17	5.28155773765483e-16	0.070800924143242	0.0264112437427801	RPS11P6
chr9	138392748	138392790	43	*	2	4.15928686337765e-20	6.46433856975336e-15	9.7984234395458e-14	5.36949834301957e-16	0.0441875240662302	0.0104120138621486	MRPS2, C9orf116
chr17	79056061	79056183	123	*	3	8.63490043836589e-18	1.60608121533278e-16	3.83152674419554e-09	5.3818294839008e-16	0.0322316821465432	0.0288246023622503	BAIAP2
chr2	173792840	173792879	40	*	2	1.38466649066332e-17	1.49040805510203e-16	2.36172315939617e-09	5.40480409344426e-16	0.0770861127956337	0.0710461201233071	RAPGEF4
chr7	98552702	98552764	63	*	2	6.5252073276365e-20	7.2333255363059e-16	4.010255422223e-12	5.42207015942351e-16	0.033175972236399	0.0300889679542329	TRRAP
chr6	41754992	41755086	95	*	4	6.0799932810305e-20	1.94833190184571e-12	2.74486572870962e-13	5.42521914261673e-16	0.032934154793993	0.0124795437042741	PRICKLE4
chr17	79952786	79952861	76	*	2	2.20006468244271e-15	1.58636150368956e-16	1.23084272226675e-09	5.43502027104222e-16	-0.0340396039603961	-0.0302561229807191	ASPSCR1
chr11	46740666	46740703	38	*	2	4.4023681143261e-19	1.10494920709662e-15	1.67301671964093e-12	5.44512228290714e-16	0.0418832295600694	0.0324067745696787	NA
chr14	50999636	50999710	75	*	5	6.03307998937274e-20	1.16092748905068e-11	1.74444687580761e-13	5.44790405334995e-16	0.0546707739699652	0.024092029264536	ATL1, MAP4K5
chr4	75230803	75230839	37	*	2	3.2105600117892e-20	1.27869310457516e-14	4.3338433576657e-14	5.45023877173456e-16	-0.0630390835579515	-0.0245369657296881	NA
chr1	25292018	25292059	42	*	2	2.2070101855924e-20	2.43093116928131e-16	1.0285195495769e-10	5.4735442801099e-16	-0.120478019840498	-0.0864042557568866	NA
chr16	87754019	87754076	58	*	2	6.95788812291296e-23	2.48541876933728e-12	5.85295990317959e-16	5.47628802448403e-16	0.0500000000000001	0.0188495872033026	KLHDC4
chr17	56739120	56739129	10	*	2	2.40331796077212e-18	1.46176346233477e-15	1.02097896460442e-12	5.51793160949101e-16	0.0448102310231027	0.0316324299955771	TEX14
chr6	41703872	41703970	99	*	2	3.13255254088201e-15	3.54310985074323e-16	2.76572451411897e-11	5.52343423159908e-16	0.0711602801011478	0.0529924074453959	TFEB
chr10	73533891	73533927	37	*	2	1.92059504898279e-18	3.78427898438824e-16	2.27082240845332e-11	5.53123789935033e-16	0.114116288024644	0.0775933769734308	CDH23
chr7	140373235	140373292	58	*	2	3.58394632008889e-24	1.1965102853178e-09	5.91223032527158e-17	5.53802158173275e-16	-0.0384039276087793	-0.0167577974586061	ADCK2, DENND2A
chr17	78317113	78317188	76	*	2	1.25167684915157e-18	1.28851553090707e-15	1.31533817798886e-12	5.56170859579956e-16	0.0381953659283455	0.0124907589445649	RNF213
chr2	24307657	24307664	8	*	2	9.35388308998579e-20	3.08264298154039e-12	5.32109976557131e-16	5.57384538027856e-16	0.0406873315363882	0.0226054100885638	FAM228B, TP53I3
chr13	45992551	45992574	24	*	3	2.81188393871245e-19	2.7252508871666e-13	1.02621728857032e-13	5.59216595053681e-16	0.050829803619561	0.0306064690026954	SLC25A30-AS1, SLC25A30
chrX	22290916	22290942	27	*	3	1.13706392355497e-19	3.49177321126121e-12	4.10287693123974e-13	5.59436470081202e-16	0.0604782830863567	0.0368139023135196	RP11-40F8.2
chr15	25444496	25444498	3	*	2	2.68813028839587e-18	1.90139279410591e-15	6.75740738382106e-13	5.63422594032378e-16	0.0452626469085335	0.0340422145433757	SNHG14
chr4	870773	870804	32	*	2	3.35319741043053e-18	2.68682535341451e-16	7.96387160962496e-11	5.65107010493949e-16	0.035589369463262	0.00268916102136534	GAK
chr17	62340072	62340143	72	*	2	3.66782570767242e-24	1.70616664712482e-10	1.01173517897847e-16	5.68114825086693e-16	0.0249768964189449	0.0212384482094725	TEX2
chr19	11564442	11564539	98	*	3	4.50577688667999e-14	1.38227173212894e-14	8.52792891421986e-10	5.69458179961792e-16	0.0650604678826328	0.040791956856758	ELAVL3
chr17	78668008	78668022	15	*	2	4.82787665408523e-18	3.77588434076886e-16	2.58010278003958e-11	5.71622843750082e-16	0.0505128205128205	0.0464917194030633	RPTOR
chr2	183903743	183903761	19	*	3	4.43472777203772e-18	1.59429152774849e-15	3.30092522236491e-11	5.71738535801879e-16	0.0324855602618405	0.0286169939673983	NA
chr15	65622965	65622990	26	*	2	1.95693748137727e-18	5.7909694796037e-16	7.94682052302255e-12	5.71765847975543e-16	-0.0361291666666665	-0.00141163909154064	IGDCC3
chr10	126826902	126827000	99	*	2	8.13687076919565e-13	1.5845300373844e-16	2.3762543813881e-09	5.73183232885156e-16	0.0272701604913811	0.0247165753437298	CTBP2
chr7	100303228	100303282	55	*	3	4.27475801812847e-20	1.40951063756394e-14	2.11382741857765e-12	5.73704978943519e-16	-0.0225914516750097	0.00379251700680269	NA
chr7	127344968	127344973	6	*	2	2.9085434721933e-20	1.57255546168724e-09	5.83197313368624e-17	5.75739481679415e-16	-0.0954666666666667	-0.0509175438596491	SND1
chr5	1269992	1270057	66	*	2	3.47650615532344e-17	2.34433424100604e-16	1.55792137924125e-10	5.76064263088965e-16	0.0388261217948718	0.0320244470360499	TERT
chr2	187454590	187454613	24	*	2	3.98041195351494e-18	2.43590242075647e-16	1.38912512329922e-10	5.82715818945677e-16	0.0248026569118213	0.0244498459761263	NA
chr17	2843206	2843257	52	*	2	5.76885890056963e-17	1.59716344635694e-16	2.90502718850564e-09	5.85245538462414e-16	0.157878321139777	0.136009337697343	RAP1GAP2
chr1	210501621	210501634	14	*	2	1.01365346395779e-17	1.57683562654118e-16	3.77142836592900e-09	5.8686441808821e-16	0.0468218743808202	0.0402962941471584	HHAT
chr10	103880560	103880659	100	*	4	3.2834749547938e-17	3.72160433437071e-12	1.75662577661682e-11	5.89611053014626e-16	0.027598190219484	0.00504644782441276	NA
chr3	54155626	54155663	38	*	2	4.47437459270979e-18	2.33538225043817e-16	1.80806744901578e-10	5.90420449935564e-16	0.0731844435887562	0.0673065075086638	NA
chr18	580228	580334	107	*	4	1.55172884222071e-19	2.78077666738099e-14	6.25727766601411e-09	5.94621811652259e-16	0.0335406353135317	-0.0018353990223016	NA
chr9	11618265	11618283	19	*	2	3.07318100053606e-18	6.92754796280445e-16	5.94120248707856e-12	5.99136701892126e-16	0.0738238501189533	0.0533777145331609	NA
chr11	133827056	133827076	21	*	3	7.8402052208896e-19	3.74226556522495e-15	1.83549012622643e-11	5.99189262759846e-16	-0.0362706969580286	-0.00569824156077529	NA
chr19	3721465	3721525	61	*	2	7.89094126551872e-20	2.80786601891984e-15	4.14210001203736e-13	6.01529514733011e-16	0.0636060839430111	0.0468040046207162	TJP3
chr5	1883940	1883954	15	*	2	7.35199800077805e-18	2.21367206421657e-16	2.76771202576906e-10	6.06667116815352e-16	0.0628051597997689	0.0531045437042741	IRX4
chr14	33402443	33402512	70	*	2	5.20754524674951e-24	6.67849295570539e-14	9.43585553349512e-15	6.07632527955412e-16	0.0900038505968424	0.0682325760492876	NA
chr7	94285642	94285759	118	*	4	1.8017196903709e-21	1.71443568271626e-12	3.38427424416843e-14	6.092057299152e-16	0.105319727891156	0.0302495186753947	PEG10
chr16	877559	877630	72	*	2	3.49901488830313e-15	1.64854382074065e-16	3.5602022936311e-09	6.10556885842247e-16	0.0476746323529414	0.0408902083077891	NA
chr1	94883469	94883546	78	*	4	4.2736650478691e-17	5.3537569790651e-16	4.63444678080444e-07	6.11833969445148e-16	0.0232941855987678	0.0157773392375818	NA
